# URI 2026 Linear Actuator Experiment
# Mode: Tracking
# Controller: SlidingMode
# Sine: 1.0 in amplitude, 40.0s period
# Ts: 0.001s  Duration: 20.0s
# t	e	x	xd	u	dt
3.3700	-202.9913	1875.0000	2077.9913	0.6412	0.001000
3.3710	-203.5492	1875.0000	2078.5492	0.6455	0.001000
3.3720	-203.1070	1876.0000	2079.1070	0.6412	0.001000
3.3730	-203.6648	1876.0000	2079.6648	0.6455	0.001000
3.3740	-203.2225	1877.0000	2080.2225	0.6497	0.001000
3.3750	-202.7802	1878.0000	2080.7802	0.6453	0.001000
3.3760	-203.3378	1878.0000	2081.3378	0.6495	0.001000
3.3770	-202.8954	1879.0000	2081.8954	0.6452	0.001000
3.3780	-203.4529	1879.0000	2082.4529	0.6495	0.001000
3.3790	-203.0104	1880.0000	2083.0104	0.6535	0.001000
3.3800	-202.5679	1881.0000	2083.5679	0.6492	0.001000
3.3810	-203.1252	1881.0000	2084.1252	0.6534	0.001000
3.3820	-202.6826	1882.0000	2084.6826	0.6491	0.001000
3.3830	-203.2398	1882.0000	2085.2398	0.6533	0.001000
3.3840	-202.7970	1883.0000	2085.7970	0.6491	0.001000
3.3850	-203.3542	1883.0000	2086.3542	0.6533	0.001000
3.3860	-202.9113	1884.0000	2086.9113	0.6573	0.001000
3.3870	-202.4684	1885.0000	2087.4684	0.6531	0.001000
3.3880	-203.0254	1885.0000	2088.0254	0.6572	0.001000
3.3890	-202.5824	1886.0000	2088.5824	0.6531	0.001000
3.3900	-203.1393	1886.0000	2089.1393	0.6572	0.001000
3.3910	-202.6962	1887.0000	2089.6962	0.6531	0.001000
3.3920	-203.2529	1887.0000	2090.2529	0.6572	0.001000
3.3930	-202.8097	1888.0000	2090.8097	0.6532	0.001000
3.3940	-202.3664	1889.0000	2091.3664	0.6489	0.001000
3.3950	-202.9230	1889.0000	2091.9230	0.6530	0.001000
3.3960	-202.4797	1890.0000	2092.4797	0.6487	0.001000
3.3970	-203.0362	1890.0000	2093.0362	0.6530	0.001000
3.3980	-202.5927	1891.0000	2093.5927	0.6487	0.001000
3.3990	-203.1491	1891.0000	2094.1491	0.6530	0.001000
3.4000	-202.7056	1892.0000	2094.7056	0.6570	0.001000
3.4010	-202.2619	1893.0000	2095.2619	0.6528	0.001000
3.4020	-202.8182	1893.0000	2095.8182	0.6569	0.001000
3.4030	-202.3744	1894.0000	2096.3744	0.6527	0.001000
3.4040	-202.9306	1894.0000	2096.9306	0.6568	0.001000
3.4050	-202.4867	1895.0000	2097.4867	0.6527	0.001000
3.4060	-203.0428	1895.0000	2098.0428	0.6569	0.001000
3.4070	-202.5989	1896.0000	2098.5989	0.6528	0.001000
3.4080	-202.1549	1897.0000	2099.1549	0.6485	0.001000
3.4090	-202.7107	1897.0000	2099.7107	0.6526	0.001000
3.4100	-202.2666	1898.0000	2100.2666	0.6484	0.001000
3.4110	-202.8224	1898.0000	2100.8224	0.6526	0.001000
3.4120	-202.3782	1899.0000	2101.3782	0.6483	0.001000
3.4130	-202.9340	1899.0000	2101.9340	0.6526	0.001000
3.4140	-202.4896	1900.0000	2102.4896	0.6566	0.001000
3.4150	-202.0452	1901.0000	2103.0452	0.6524	0.001000
3.4160	-202.6008	1901.0000	2103.6008	0.6565	0.001000
3.4170	-202.1563	1902.0000	2104.1563	0.6523	0.001000
3.4180	-202.7118	1902.0000	2104.7118	0.6564	0.001000
3.4190	-202.2672	1903.0000	2105.2672	0.6523	0.001000
3.4200	-202.8226	1903.0000	2105.8226	0.6565	0.001000
3.4210	-202.3778	1904.0000	2106.3778	0.6524	0.001000
3.4220	-201.9331	1905.0000	2106.9331	0.6481	0.001000
3.4230	-202.4883	1905.0000	2107.4883	0.6522	0.001000
3.4240	-202.0434	1906.0000	2108.0434	0.6479	0.001000
3.4250	-202.5986	1906.0000	2108.5986	0.6522	0.001000
3.4260	-202.1536	1907.0000	2109.1536	0.6479	0.001000
3.4270	-202.7086	1907.0000	2109.7086	0.6522	0.001000
3.4280	-202.2636	1908.0000	2110.2636	0.6562	0.001000
3.4290	-201.8184	1909.0000	2110.8184	0.6519	0.001000
3.4300	-202.3733	1909.0000	2111.3733	0.6561	0.001000
3.4310	-201.9280	1910.0000	2111.9280	0.6519	0.001000
3.4320	-202.4828	1910.0000	2112.4828	0.6560	0.001000
3.4330	-202.0375	1911.0000	2113.0375	0.6519	0.001000
3.4340	-202.5921	1911.0000	2113.5921	0.6561	0.001000
3.4350	-202.1467	1912.0000	2114.1467	0.6520	0.001000
3.4360	-201.7012	1913.0000	2114.7012	0.6476	0.001000
3.4370	-202.2557	1913.0000	2115.2557	0.6518	0.001000
3.4380	-201.8101	1914.0000	2115.8101	0.6475	0.001000
3.4390	-202.3644	1914.0000	2116.3644	0.6517	0.001000
3.4400	-201.9188	1915.0000	2116.9188	0.6475	0.001000
3.4410	-202.4731	1915.0000	2117.4731	0.6517	0.001000
3.4420	-202.0273	1916.0000	2118.0273	0.6558	0.001000
3.4430	-201.5814	1917.0000	2118.5814	0.6515	0.001000
3.4440	-202.1355	1917.0000	2119.1355	0.6556	0.001000
3.4450	-201.6896	1918.0000	2119.6896	0.6514	0.001000
3.4460	-202.2436	1918.0000	2120.2436	0.6556	0.001000
3.4470	-201.7976	1919.0000	2120.7976	0.6514	0.001000
3.4480	-202.3514	1919.0000	2121.3514	0.6556	0.001000
3.4490	-201.9053	1920.0000	2121.9053	0.6515	0.001000
3.4500	-201.4591	1921.0000	2122.4591	0.6472	0.001000
3.4510	-202.0128	1921.0000	2123.0128	0.6514	0.001000
3.4520	-201.5665	1922.0000	2123.5665	0.6471	0.001000
3.4530	-202.1202	1922.0000	2124.1202	0.6513	0.001000
3.4540	-201.6737	1923.0000	2124.6737	0.6470	0.001000
3.4550	-202.2273	1923.0000	2125.2273	0.6513	0.001000
3.4560	-201.7807	1924.0000	2125.7807	0.6553	0.001000
3.4570	-201.3341	1925.0000	2126.3341	0.6511	0.001000
3.4580	-201.8875	1925.0000	2126.8875	0.6552	0.001000
3.4590	-201.4409	1926.0000	2127.4409	0.6510	0.001000
3.4600	-201.9941	1926.0000	2127.9941	0.6552	0.001000
3.4610	-201.5474	1927.0000	2128.5474	0.6510	0.001000
3.4620	-201.1005	1928.0000	2129.1005	0.6466	0.001000
3.4630	-201.6536	1928.0000	2129.6536	0.6508	0.001000
3.4640	-201.2067	1929.0000	2130.2067	0.6465	0.001000
3.4650	-201.7597	1929.0000	2130.7597	0.6507	0.001000
3.4660	-201.3126	1930.0000	2131.3126	0.6464	0.001000
3.4670	-201.8655	1930.0000	2131.8655	0.6507	0.001000
3.4680	-201.4184	1931.0000	2132.4184	0.6465	0.001000
3.4690	-200.9712	1932.0000	2132.9712	0.6420	0.001000
3.4700	-201.5239	1932.0000	2133.5239	0.6463	0.001000
3.4710	-201.0767	1933.0000	2134.0767	0.6419	0.001000
3.4720	-201.6293	1933.0000	2134.6293	0.6462	0.001000
3.4730	-201.1818	1934.0000	2135.1818	0.6418	0.001000
3.4740	-201.7344	1934.0000	2135.7344	0.6462	0.001000
3.4750	-201.2868	1935.0000	2136.2868	0.6503	0.001000
3.4760	-200.8393	1936.0000	2136.8393	0.6459	0.001000
3.4770	-201.3917	1936.0000	2137.3917	0.6501	0.001000
3.4780	-200.9440	1937.0000	2137.9440	0.6458	0.001000
3.4790	-201.4963	1937.0000	2138.4963	0.6501	0.001000
3.4800	-201.0485	1938.0000	2139.0485	0.6458	0.001000
3.4810	-201.6007	1938.0000	2139.6007	0.6501	0.001000
3.4820	-201.1528	1939.0000	2140.1528	0.6542	0.001000
3.4830	-200.7048	1940.0000	2140.7048	0.6499	0.001000
3.4840	-201.2568	1940.0000	2141.2568	0.6540	0.001000
3.4850	-200.8088	1941.0000	2141.8088	0.6498	0.001000
3.4860	-201.3607	1941.0000	2142.3607	0.6540	0.001000
3.4870	-200.9125	1942.0000	2142.9125	0.6498	0.001000
3.4880	-201.4643	1942.0000	2143.4643	0.6540	0.001000
3.4890	-201.0160	1943.0000	2144.0160	0.6499	0.001000
3.4900	-200.5677	1944.0000	2144.5677	0.6455	0.001000
3.4910	-201.1194	1944.0000	2145.1194	0.6497	0.001000
3.4920	-200.6709	1945.0000	2145.6709	0.6454	0.001000
3.4930	-201.2224	1945.0000	2146.2224	0.6496	0.001000
3.4940	-200.7740	1946.0000	2146.7740	0.6453	0.001000
3.4950	-201.3254	1946.0000	2147.3254	0.6496	0.001000
3.4960	-200.8768	1947.0000	2147.8768	0.6454	0.001000
3.4970	-200.4281	1948.0000	2148.4281	0.6409	0.001000
3.4980	-200.9793	1948.0000	2148.9793	0.6452	0.001000
3.4990	-200.5306	1949.0000	2149.5306	0.6408	0.001000
3.5000	-201.0817	1949.0000	2150.0817	0.6451	0.001000
3.5010	-200.6328	1950.0000	2150.6328	0.6408	0.001000
3.5020	-201.1839	1950.0000	2151.1839	0.6451	0.001000
3.5030	-200.7349	1951.0000	2151.7349	0.6493	0.001000
3.5040	-200.2858	1952.0000	2152.2858	0.6449	0.001000
3.5050	-200.8367	1952.0000	2152.8367	0.6491	0.001000
3.5060	-200.3875	1953.0000	2153.3875	0.6448	0.001000
3.5070	-200.9384	1953.0000	2153.9384	0.6491	0.001000
3.5080	-200.4891	1954.0000	2154.4891	0.6448	0.001000
3.5090	-201.0398	1954.0000	2155.0398	0.6491	0.001000
3.5100	-200.5904	1955.0000	2155.5904	0.6531	0.001000
3.5110	-200.1410	1956.0000	2156.1410	0.6488	0.001000
3.5120	-200.6915	1956.0000	2156.6915	0.6530	0.001000
3.5130	-200.2420	1957.0000	2157.2420	0.6488	0.001000
3.5140	-200.7923	1957.0000	2157.7923	0.6530	0.001000
3.5150	-200.3427	1958.0000	2158.3427	0.6488	0.001000
3.5160	-200.8930	1958.0000	2158.8930	0.6530	0.001000
3.5170	-200.4433	1959.0000	2159.4433	0.6488	0.001000
3.5180	-199.9935	1960.0000	2159.9935	0.6444	0.001000
3.5190	-200.5437	1960.0000	2160.5437	0.6486	0.001000
3.5200	-200.0937	1961.0000	2161.0937	0.6443	0.001000
3.5210	-200.6438	1961.0000	2161.6438	0.6486	0.001000
3.5220	-200.1938	1962.0000	2162.1938	0.6443	0.001000
3.5230	-200.7437	1962.0000	2162.7437	0.6486	0.001000
3.5240	-200.2936	1963.0000	2163.2936	0.6443	0.001000
3.5250	-199.8434	1964.0000	2163.8434	0.6398	0.001000
3.5260	-200.3932	1964.0000	2164.3932	0.6441	0.001000
3.5270	-199.9429	1965.0000	2164.9429	0.6397	0.001000
3.5280	-200.4925	1965.0000	2165.4925	0.6440	0.001000
3.5290	-200.0422	1966.0000	2166.0422	0.6396	0.001000
3.5300	-200.5917	1966.0000	2166.5917	0.6440	0.001000
3.5310	-200.1413	1967.0000	2167.1413	0.6482	0.001000
3.5320	-199.6907	1968.0000	2167.6907	0.6438	0.001000
3.5330	-200.2401	1968.0000	2168.2401	0.6480	0.001000
3.5340	-199.7895	1969.0000	2168.7895	0.6437	0.001000
3.5350	-200.3387	1969.0000	2169.3387	0.6479	0.001000
3.5360	-199.8880	1970.0000	2169.8880	0.6436	0.001000
3.5370	-200.4372	1970.0000	2170.4372	0.6479	0.001000
3.5380	-199.9862	1971.0000	2170.9862	0.6520	0.001000
3.5390	-200.5354	1971.0000	2171.5354	0.6562	0.001000
3.5400	-200.0844	1972.0000	2172.0844	0.6602	0.001000
3.5410	-199.6333	1973.0000	2172.6333	0.6561	0.001000
3.5420	-200.1823	1973.0000	2173.1823	0.6602	0.001000
3.5430	-199.7312	1974.0000	2173.7312	0.6561	0.001000
3.5440	-200.2799	1974.0000	2174.2799	0.6602	0.001000
3.5450	-199.8287	1975.0000	2174.8287	0.6561	0.001000
3.5460	-199.3774	1976.0000	2175.3774	0.6518	0.001000
3.5470	-199.9261	1976.0000	2175.9261	0.6559	0.001000
3.5480	-199.4746	1977.0000	2176.4746	0.6517	0.001000
3.5490	-200.0232	1977.0000	2177.0232	0.6558	0.001000
3.5500	-199.5717	1978.0000	2177.5717	0.6517	0.001000
3.5510	-200.1202	1978.0000	2178.1202	0.6558	0.001000
3.5520	-199.6685	1979.0000	2178.6685	0.6517	0.001000
3.5530	-199.2169	1980.0000	2179.2169	0.6473	0.001000
3.5540	-199.7651	1980.0000	2179.7651	0.6515	0.001000
3.5550	-199.3133	1981.0000	2180.3133	0.6472	0.001000
3.5560	-199.8615	1981.0000	2180.8615	0.6514	0.001000
3.5570	-199.4096	1982.0000	2181.4096	0.6471	0.001000
3.5580	-199.9576	1982.0000	2181.9576	0.6514	0.001000
3.5590	-199.5057	1983.0000	2182.5057	0.6471	0.001000
3.5600	-199.0536	1984.0000	2183.0536	0.6427	0.001000
3.5610	-199.6015	1984.0000	2183.6015	0.6469	0.001000
3.5620	-199.1494	1985.0000	2184.1494	0.6425	0.001000
3.5630	-199.6972	1985.0000	2184.6972	0.6468	0.001000
3.5640	-199.2449	1986.0000	2185.2449	0.6425	0.001000
3.5650	-199.7926	1986.0000	2185.7926	0.6468	0.001000
3.5660	-199.3402	1987.0000	2186.3402	0.6425	0.001000
3.5670	-198.8878	1988.0000	2186.8878	0.6380	0.001000
3.5680	-199.4353	1988.0000	2187.4353	0.6423	0.001000
3.5690	-198.9828	1989.0000	2187.9828	0.6378	0.001000
3.5700	-199.5302	1989.0000	2188.5302	0.6422	0.001000
3.5710	-199.0776	1990.0000	2189.0776	0.6378	0.001000
3.5720	-199.6249	1990.0000	2189.6249	0.6422	0.001000
3.5730	-199.1721	1991.0000	2190.1721	0.6463	0.001000
3.5740	-198.7193	1992.0000	2190.7193	0.6419	0.001000
3.5750	-199.2665	1992.0000	2191.2665	0.6462	0.001000
3.5760	-198.8135	1993.0000	2191.8135	0.6418	0.001000
3.5770	-199.3605	1993.0000	2192.3605	0.6461	0.001000
3.5780	-198.9075	1994.0000	2192.9075	0.6418	0.001000
3.5790	-199.4545	1994.0000	2193.4545	0.6461	0.001000
3.5800	-199.0013	1995.0000	2194.0013	0.6418	0.001000
3.5810	-198.5481	1996.0000	2194.5481	0.6373	0.001000
3.5820	-199.0949	1996.0000	2195.0949	0.6416	0.001000
3.5830	-198.6417	1997.0000	2195.6417	0.6371	0.001000
3.5840	-199.1883	1997.0000	2196.1883	0.6415	0.001000
3.5850	-198.7349	1998.0000	2196.7349	0.6371	0.001000
3.5860	-199.2814	1998.0000	2197.2814	0.6415	0.001000
3.5870	-198.8279	1999.0000	2197.8279	0.6457	0.001000
3.5880	-199.3743	1999.0000	2198.3743	0.6500	0.001000
3.5890	-198.9207	2000.0000	2198.9207	0.6541	0.001000
3.5900	-198.4671	2001.0000	2199.4671	0.6498	0.001000
3.5910	-199.0133	2001.0000	2200.0133	0.6540	0.001000
3.5920	-198.5596	2002.0000	2200.5596	0.6498	0.001000
3.5930	-199.1057	2002.0000	2201.1057	0.6540	0.001000
3.5940	-198.6519	2003.0000	2201.6519	0.6498	0.001000
3.5950	-199.1979	2003.0000	2202.1979	0.6540	0.001000
3.5960	-198.7439	2004.0000	2202.7439	0.6499	0.001000
3.5970	-198.2899	2005.0000	2203.2899	0.6455	0.001000
3.5980	-198.8357	2005.0000	2203.8357	0.6497	0.001000
3.5990	-198.3816	2006.0000	2204.3816	0.6454	0.001000
3.6000	-198.9273	2006.0000	2204.9273	0.6496	0.001000
3.6010	-198.4731	2007.0000	2205.4731	0.6453	0.001000
3.6020	-199.0188	2007.0000	2206.0188	0.6496	0.001000
3.6030	-198.5644	2008.0000	2206.5644	0.6453	0.001000
3.6040	-198.1100	2009.0000	2207.1100	0.6409	0.001000
3.6050	-198.6555	2009.0000	2207.6555	0.6451	0.001000
3.6060	-198.2009	2010.0000	2208.2009	0.6407	0.001000
3.6070	-198.7464	2010.0000	2208.7464	0.6450	0.001000
3.6080	-198.2917	2011.0000	2209.2917	0.6407	0.001000
3.6090	-198.8370	2011.0000	2209.8370	0.6450	0.001000
3.6100	-198.3822	2012.0000	2210.3822	0.6407	0.001000
3.6110	-197.9274	2013.0000	2210.9274	0.6361	0.001000
3.6120	-198.4726	2013.0000	2211.4726	0.6405	0.001000
3.6130	-198.0176	2014.0000	2212.0176	0.6360	0.001000
3.6140	-198.5627	2014.0000	2212.5627	0.6403	0.001000
3.6150	-198.1076	2015.0000	2213.1076	0.6359	0.001000
3.6160	-198.6526	2015.0000	2213.6526	0.6403	0.001000
3.6170	-198.1974	2016.0000	2214.1974	0.6445	0.001000
3.6180	-197.7422	2017.0000	2214.7422	0.6400	0.001000
3.6190	-198.2870	2017.0000	2215.2870	0.6443	0.001000
3.6200	-197.8316	2018.0000	2215.8316	0.6399	0.001000
3.6210	-198.3763	2018.0000	2216.3763	0.6443	0.001000
3.6220	-197.9209	2019.0000	2216.9209	0.6399	0.001000
3.6230	-198.4654	2019.0000	2217.4654	0.6443	0.001000
3.6240	-198.0099	2020.0000	2218.0099	0.6399	0.001000
3.6250	-197.5543	2021.0000	2218.5543	0.6354	0.001000
3.6260	-198.0987	2021.0000	2219.0987	0.6397	0.001000
3.6270	-197.6430	2022.0000	2219.6430	0.6352	0.001000
3.6280	-198.1873	2022.0000	2220.1873	0.6396	0.001000
3.6290	-197.7315	2023.0000	2220.7315	0.6351	0.001000
3.6300	-198.2756	2023.0000	2221.2756	0.6396	0.001000
3.6310	-197.8197	2024.0000	2221.8197	0.6438	0.001000
3.6320	-197.3637	2025.0000	2222.3637	0.6393	0.001000
3.6330	-197.9077	2025.0000	2222.9077	0.6436	0.001000
3.6340	-197.4517	2026.0000	2223.4517	0.6392	0.001000
3.6350	-197.9955	2026.0000	2223.9955	0.6435	0.001000
3.6360	-197.5393	2027.0000	2224.5393	0.6391	0.001000
3.6370	-198.0831	2027.0000	2225.0831	0.6435	0.001000
3.6380	-197.6268	2028.0000	2225.6268	0.6392	0.001000
3.6390	-197.1705	2029.0000	2226.1705	0.6346	0.001000
3.6400	-197.7141	2029.0000	2226.7141	0.6390	0.001000
3.6410	-197.2576	2030.0000	2227.2576	0.6344	0.001000
3.6420	-197.8011	2030.0000	2227.8011	0.6389	0.001000
3.6430	-197.3446	2031.0000	2228.3446	0.6344	0.001000
3.6440	-197.8879	2031.0000	2228.8879	0.6388	0.001000
3.6450	-197.4312	2032.0000	2229.4312	0.6430	0.001000
3.6460	-196.9745	2033.0000	2229.9745	0.6386	0.001000
3.6470	-197.5177	2033.0000	2230.5177	0.6429	0.001000
3.6480	-198.0609	2033.0000	2231.0609	0.6473	0.001000
3.6490	-197.6040	2034.0000	2231.6040	0.6515	0.001000
3.6500	-197.1470	2035.0000	2232.1470	0.6472	0.001000
3.6510	-197.6900	2035.0000	2232.6900	0.6514	0.001000
3.6520	-197.2330	2036.0000	2233.2330	0.6472	0.001000
3.6530	-197.7758	2036.0000	2233.7758	0.6515	0.001000
3.6540	-197.3187	2037.0000	2234.3187	0.6472	0.001000
3.6550	-197.8614	2037.0000	2234.8614	0.6515	0.001000
3.6560	-197.4042	2038.0000	2235.4042	0.6473	0.001000
3.6570	-197.9468	2038.0000	2235.9468	0.6516	0.001000
3.6580	-197.4895	2039.0000	2236.4895	0.6474	0.001000
3.6590	-197.0320	2040.0000	2237.0320	0.6430	0.001000
3.6600	-197.5745	2040.0000	2237.5745	0.6473	0.001000
3.6610	-197.1169	2041.0000	2238.1169	0.6429	0.001000
3.6620	-197.6593	2041.0000	2238.6593	0.6472	0.001000
3.6630	-197.2017	2042.0000	2239.2017	0.6429	0.001000
3.6640	-197.7439	2042.0000	2239.7439	0.6472	0.001000
3.6650	-197.2861	2043.0000	2240.2861	0.6429	0.001000
3.6660	-196.8283	2044.0000	2240.8283	0.6384	0.001000
3.6670	-197.3704	2044.0000	2241.3704	0.6427	0.001000
3.6680	-196.9125	2045.0000	2241.9125	0.6382	0.001000
3.6690	-197.4545	2045.0000	2242.4545	0.6426	0.001000
3.6700	-196.9964	2046.0000	2242.9964	0.6382	0.001000
3.6710	-197.5384	2046.0000	2243.5384	0.6426	0.001000
3.6720	-197.0802	2047.0000	2244.0802	0.6382	0.001000
3.6730	-196.6220	2048.0000	2244.6220	0.6336	0.001000
3.6740	-197.1637	2048.0000	2245.1637	0.6379	0.001000
3.6750	-196.7054	2049.0000	2245.7054	0.6334	0.001000
3.6760	-197.2470	2049.0000	2246.2470	0.6378	0.001000
3.6770	-196.7885	2050.0000	2246.7885	0.6333	0.001000
3.6780	-197.3300	2050.0000	2247.3300	0.6378	0.001000
3.6790	-196.8715	2051.0000	2247.8715	0.6333	0.001000
3.6800	-196.4128	2052.0000	2248.4128	0.6286	0.001000
3.6810	-196.9542	2052.0000	2248.9542	0.6331	0.001000
3.6820	-196.4955	2053.0000	2249.4955	0.6284	0.001000
3.6830	-197.0367	2053.0000	2250.0367	0.6329	0.001000
3.6840	-196.5779	2054.0000	2250.5779	0.6284	0.001000
3.6850	-197.1190	2054.0000	2251.1190	0.6329	0.001000
3.6860	-196.6600	2055.0000	2251.6600	0.6372	0.001000
3.6870	-196.2011	2056.0000	2252.2011	0.6326	0.001000
3.6880	-196.7420	2056.0000	2252.7420	0.6370	0.001000
3.6890	-196.2829	2057.0000	2253.2829	0.6325	0.001000
3.6900	-196.8237	2057.0000	2253.8237	0.6369	0.001000
3.6910	-196.3645	2058.0000	2254.3645	0.6324	0.001000
3.6920	-196.9052	2058.0000	2254.9052	0.6369	0.001000
3.6930	-196.4459	2059.0000	2255.4459	0.6411	0.001000
3.6940	-196.9865	2059.0000	2255.9865	0.6455	0.001000
3.6950	-196.5270	2060.0000	2256.5270	0.6497	0.001000
3.6960	-196.0676	2061.0000	2257.0676	0.6453	0.001000
3.6970	-196.6080	2061.0000	2257.6080	0.6496	0.001000
3.6980	-196.1484	2062.0000	2258.1484	0.6453	0.001000
3.6990	-196.6887	2062.0000	2258.6887	0.6496	0.001000
3.7000	-196.2290	2063.0000	2259.2290	0.6453	0.001000
3.7010	-196.7693	2063.0000	2259.7693	0.6496	0.001000
3.7020	-196.3094	2064.0000	2260.3094	0.6453	0.001000
3.7030	-195.8495	2065.0000	2260.8495	0.6409	0.001000
3.7040	-196.3896	2065.0000	2261.3896	0.6451	0.001000
3.7050	-195.9295	2066.0000	2261.9295	0.6407	0.001000
3.7060	-196.4695	2066.0000	2262.4695	0.6450	0.001000
3.7070	-196.0094	2067.0000	2263.0094	0.6406	0.001000
3.7080	-196.5492	2067.0000	2263.5492	0.6450	0.001000
3.7090	-196.0890	2068.0000	2264.0890	0.6406	0.001000
3.7100	-195.6287	2069.0000	2264.6287	0.6361	0.001000
3.7110	-196.1684	2069.0000	2265.1684	0.6404	0.001000
3.7120	-195.7080	2070.0000	2265.7080	0.6359	0.001000
3.7130	-196.2476	2070.0000	2266.2476	0.6403	0.001000
3.7140	-195.7870	2071.0000	2266.7870	0.6358	0.001000
3.7150	-196.3265	2071.0000	2267.3265	0.6403	0.001000
3.7160	-195.8659	2072.0000	2267.8659	0.6358	0.001000
3.7170	-195.4052	2073.0000	2268.4052	0.6312	0.001000
3.7180	-195.9445	2073.0000	2268.9445	0.6356	0.001000
3.7190	-195.4837	2074.0000	2269.4837	0.6310	0.001000
3.7200	-196.0228	2074.0000	2270.0228	0.6354	0.001000
3.7210	-195.5620	2075.0000	2270.5620	0.6309	0.001000
3.7220	-196.1011	2075.0000	2271.1011	0.6354	0.001000
3.7230	-195.6400	2076.0000	2271.6400	0.6309	0.001000
3.7240	-196.1790	2076.0000	2272.1790	0.6354	0.001000
3.7250	-195.7178	2077.0000	2272.7178	0.6397	0.001000
3.7260	-196.2567	2077.0000	2273.2567	0.6441	0.001000
3.7270	-195.7955	2078.0000	2273.7955	0.6483	0.001000
3.7280	-196.3341	2078.0000	2274.3341	0.6526	0.001000
3.7290	-195.8728	2079.0000	2274.8728	0.6485	0.001000
3.7300	-195.4114	2080.0000	2275.4114	0.6441	0.001000
3.7310	-195.9499	2080.0000	2275.9499	0.6484	0.001000
3.7320	-195.4884	2081.0000	2276.4884	0.6441	0.001000
3.7330	-196.0269	2081.0000	2277.0269	0.6483	0.001000
3.7340	-195.5652	2082.0000	2277.5652	0.6440	0.001000
3.7350	-196.1035	2082.0000	2278.1035	0.6484	0.001000
3.7360	-195.6419	2083.0000	2278.6419	0.6441	0.001000
3.7370	-195.1800	2084.0000	2279.1800	0.6396	0.001000
3.7380	-195.7182	2084.0000	2279.7182	0.6439	0.001000
3.7390	-195.2563	2085.0000	2280.2563	0.6394	0.001000
3.7400	-195.7943	2085.0000	2280.7943	0.6438	0.001000
3.7410	-195.3323	2086.0000	2281.3323	0.6394	0.001000
3.7420	-195.8702	2086.0000	2281.8702	0.6437	0.001000
3.7430	-195.4081	2087.0000	2282.4081	0.6393	0.001000
3.7440	-194.9459	2088.0000	2282.9459	0.6348	0.001000
3.7450	-195.4837	2088.0000	2283.4837	0.6391	0.001000
3.7460	-195.0214	2089.0000	2284.0214	0.6346	0.001000
3.7470	-195.5590	2089.0000	2284.5590	0.6390	0.001000
3.7480	-195.0966	2090.0000	2285.0966	0.6345	0.001000
3.7490	-195.6341	2090.0000	2285.6341	0.6389	0.001000
3.7500	-195.1716	2091.0000	2286.1716	0.6345	0.001000
3.7510	-195.7090	2091.0000	2286.7090	0.6389	0.001000
3.7520	-195.2464	2092.0000	2287.2464	0.6345	0.001000
3.7530	-194.7837	2093.0000	2287.7837	0.6298	0.001000
3.7540	-195.3210	2093.0000	2288.3210	0.6343	0.001000
3.7550	-194.8582	2094.0000	2288.8582	0.6297	0.001000
3.7560	-195.3953	2094.0000	2289.3953	0.6342	0.001000
3.7570	-194.9324	2095.0000	2289.9324	0.6296	0.001000
3.7580	-195.4694	2095.0000	2290.4694	0.6341	0.001000
3.7590	-195.0063	2096.0000	2291.0063	0.6296	0.001000
3.7600	-194.5432	2097.0000	2291.5432	0.6248	0.001000
3.7610	-195.0801	2097.0000	2292.0801	0.6293	0.001000
3.7620	-194.6170	2098.0000	2292.6170	0.6246	0.001000
3.7630	-195.1537	2098.0000	2293.1537	0.6292	0.001000
3.7640	-194.6904	2099.0000	2293.6904	0.6245	0.001000
3.7650	-195.2270	2099.0000	2294.2270	0.6291	0.001000
3.7660	-194.7636	2100.0000	2294.7636	0.6335	0.001000
3.7670	-194.3001	2101.0000	2295.3001	0.6288	0.001000
3.7680	-194.8365	2101.0000	2295.8365	0.6333	0.001000
3.7690	-194.3729	2102.0000	2296.3729	0.6287	0.001000
3.7700	-194.9092	2102.0000	2296.9092	0.6332	0.001000
3.7710	-194.4455	2103.0000	2297.4455	0.6286	0.001000
3.7720	-194.9818	2103.0000	2297.9818	0.6331	0.001000
3.7730	-194.5180	2104.0000	2298.5180	0.6286	0.001000
3.7740	-195.0541	2104.0000	2299.0541	0.6332	0.001000
3.7750	-194.5901	2105.0000	2299.5901	0.6375	0.001000
3.7760	-195.1261	2105.0000	2300.1261	0.6419	0.001000
3.7770	-194.6621	2106.0000	2300.6621	0.6462	0.001000
3.7780	-195.1980	2106.0000	2301.1980	0.6505	0.001000
3.7790	-194.7338	2107.0000	2301.7338	0.6464	0.001000
3.7800	-194.2696	2108.0000	2302.2696	0.6419	0.001000
3.7810	-194.8053	2108.0000	2302.8053	0.6462	0.001000
3.7820	-194.3410	2109.0000	2303.3410	0.6419	0.001000
3.7830	-194.8766	2109.0000	2303.8766	0.6462	0.001000
3.7840	-194.4122	2110.0000	2304.4122	0.6418	0.001000
3.7850	-194.9476	2110.0000	2304.9476	0.6462	0.001000
3.7860	-194.4830	2111.0000	2305.4830	0.6419	0.001000
3.7870	-194.0184	2112.0000	2306.0184	0.6373	0.001000
3.7880	-194.5538	2112.0000	2306.5538	0.6417	0.001000
3.7890	-194.0891	2113.0000	2307.0891	0.6372	0.001000
3.7900	-194.6242	2113.0000	2307.6242	0.6415	0.001000
